order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,region,product_id,category,sub_category,product_name,sales,quantity,profit,order_priority
CA-2013-119074,28-03-13,01-04-13,Standard Class,David Smith,Corporate,Georgia,United States,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",40,4,11.1776,Medium
CA-2013-119074,28-03-13,01-04-13,Standard Class,David Smith,Corporate,Georgia,United States,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",33,2,15.9446,Medium
CA-2013-119074,28-03-13,01-04-13,Standard Class,David Smith,Corporate,Georgia,United States,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20,1,8.7032,Medium
CA-2013-131380,29-03-13,01-04-13,Second Class,Chris Cortes,Consumer,California,United States,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,88,4,0.8792,Critical
CA-2013-162901,29-03-13,01-04-13,First Class,Aaron Smayling,Corporate,Virginia,United States,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31,2,7.85,Medium
CA-2013-131380,29-03-13,01-04-13,Second Class,Chris Cortes,Consumer,California,United States,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,6,1,2.9302,Critical
CA-2013-152555,30-03-13,03-04-13,Second Class,Maria Etezadi,Home Office,Illinois,United States,Central,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,813,8,60.9552,Medium
CA-2013-167556,30-03-13,03-04-13,Standard Class,Janet Martin,Consumer,New York,United States,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414,8,124.2,Medium
CA-2013-152555,30-03-13,03-04-13,Second Class,Maria Etezadi,Home Office,Illinois,United States,Central,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844,6,-36.1764,Medium
CA-2013-127236,30-03-13,03-04-13,Standard Class,Troy Blackwell,Consumer,Ohio,United States,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",300,5,-167.986,High
CA-2013-127236,30-03-13,03-04-13,Standard Class,Troy Blackwell,Consumer,Ohio,United States,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158,4,-36.9544,High
CA-2013-167556,30-03-13,03-04-13,Standard Class,Janet Martin,Consumer,New York,United States,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,41,7,14.9814,Medium
CA-2013-152555,30-03-13,03-04-13,Second Class,Maria Etezadi,Home Office,Illinois,United States,Central,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,46,3,15.9348,Medium
CA-2013-167556,30-03-13,03-04-13,Standard Class,Janet Martin,Consumer,New York,United States,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",30,5,9.3125,Medium
CA-2013-167556,30-03-13,03-04-13,Standard Class,Janet Martin,Consumer,New York,United States,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",13,2,6.74,Medium
CA-2013-128258,31-03-13,02-04-13,First Class,Cathy Prescott,Corporate,Connecticut,United States,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11,1,5.5566,High
US-2013-151827,01-04-13,03-04-13,Second Class,Carlos Soltero,Consumer,Pennsylvania,United States,East,TEC-PH-10002789,Technology,Phones,LG Exalt,281,3,-60.8361,Medium
CA-2013-124100,01-04-13,07-04-13,Standard Class,Erica Hackney,Consumer,New York,United States,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",328,6,54.666,Medium
US-2013-151827,01-04-13,03-04-13,Second Class,Carlos Soltero,Consumer,Pennsylvania,United States,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,32,2,1.1994,Medium
CA-2013-111213,02-04-13,06-04-13,Standard Class,Frank Preis,Consumer,New York,United States,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","1,317",6,292.776,Medium
CA-2013-166674,02-04-13,04-04-13,Second Class,Raymond Buch,Consumer,New York,United States,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,264,6,71.2476,Critical
CA-2013-166674,02-04-13,04-04-13,Second Class,Raymond Buch,Consumer,New York,United States,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,162,3,9.7164,Critical
CA-2013-166674,02-04-13,04-04-13,Second Class,Raymond Buch,Consumer,New York,United States,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,60,3,15.4752,Critical
CA-2013-149902,02-04-13,07-04-13,Standard Class,Don Weiss,Consumer,New York,United States,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88,4,22.8904,High
CA-2013-166674,02-04-13,04-04-13,Second Class,Raymond Buch,Consumer,New York,United States,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35,4,9.1312,Critical
CA-2013-103947,02-04-13,09-04-13,Standard Class,Barry Blumstein,Corporate,Arizona,United States,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,32,5,9.8625,Low
CA-2013-161473,02-04-13,06-04-13,Standard Class,Thomas Boland,Corporate,New York,United States,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,21,2,9.936,High
CA-2013-166674,02-04-13,04-04-13,Second Class,Raymond Buch,Consumer,New York,United States,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30,3,7.9248,Critical
CA-2013-111213,02-04-13,06-04-13,Standard Class,Frank Preis,Consumer,New York,United States,East,OFF-SU-10000946,Office Supplies,Supplies,Staples,64,8,18.5136,Medium
CA-2013-103947,02-04-13,09-04-13,Standard Class,Barry Blumstein,Corporate,Arizona,United States,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30,2,3.0144,Low
CA-2013-161473,02-04-13,06-04-13,Standard Class,Thomas Boland,Corporate,New York,United States,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,11,3,3.285,High
CA-2013-166674,02-04-13,04-04-13,Second Class,Raymond Buch,Consumer,New York,United States,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,10,3,2.8536,Critical
CA-2013-161473,02-04-13,06-04-13,Standard Class,Thomas Boland,Corporate,New York,United States,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14,3,4.6644,High
US-2013-160206,02-04-13,08-04-13,Standard Class,Muhammed Yedwab,Corporate,Wisconsin,United States,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,13,1,0.2598,Medium
CA-2013-127985,02-04-13,06-04-13,Second Class,Daniel Byrd,Home Office,Georgia,United States,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7,4,3.0976,High
CA-2013-111213,02-04-13,06-04-13,Standard Class,Frank Preis,Consumer,New York,United States,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,4,1,1.1225,Medium
CA-2013-123540,03-04-13,07-04-13,Second Class,Denny Joy,Corporate,Wisconsin,United States,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,"1,455",5,378.274,High
CA-2013-167682,04-04-13,10-04-13,Standard Class,Zuschuss Donatelli,Consumer,Indiana,United States,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,260,4,124.7808,Medium
CA-2013-167682,04-04-13,10-04-13,Standard Class,Zuschuss Donatelli,Consumer,Indiana,United States,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71,4,22.0472,Medium
CA-2013-120796,04-04-13,08-04-13,Standard Class,Carlos Soltero,Consumer,Pennsylvania,United States,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",100,9,-83.205,High
CA-2013-162222,04-04-13,04-04-13,Same Day,Steven Roelle,Home Office,Texas,United States,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,10,3,3.21,Critical
CA-2013-167115,05-04-13,10-04-13,Standard Class,Evan Henry,Consumer,New York,United States,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,589,2,183.995,High
CA-2013-159142,05-04-13,06-04-13,First Class,Maria Etezadi,Home Office,Virginia,United States,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,150,3,5.9988,High
CA-2013-123050,05-04-13,09-04-13,Second Class,Becky Castell,Home Office,New York,United States,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,90,3,37.7874,Medium
CA-2013-123050,05-04-13,09-04-13,Second Class,Becky Castell,Home Office,New York,United States,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",83,2,7.4376,Medium
CA-2013-159142,05-04-13,06-04-13,First Class,Maria Etezadi,Home Office,Virginia,United States,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",28,3,13.0707,High
CA-2013-123050,05-04-13,09-04-13,Second Class,Becky Castell,Home Office,New York,United States,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",31,2,8.0652,Medium
CA-2013-161907,06-04-13,10-04-13,Standard Class,Justin Hirsh,Consumer,Pennsylvania,United States,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,769,4,-163.4516,Medium
CA-2013-159695,06-04-13,11-04-13,Second Class,Gary Mitchum,Home Office,Texas,United States,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158,7,13.8572,Medium
CA-2013-161907,06-04-13,10-04-13,Standard Class,Justin Hirsh,Consumer,Pennsylvania,United States,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,119,3,-27.7158,Medium
US-2013-150140,07-04-13,11-04-13,Standard Class,Valerie Mitchum,Home Office,Vermont,United States,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,"1,295",5,336.635,High
CA-2013-110499,08-04-13,10-04-13,First Class,Yoseph Carroll,Corporate,California,United States,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"1,200",3,374.9925,High
CA-2013-120530,08-04-13,13-04-13,Standard Class,Dorris liebe,Corporate,New York,United States,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",659,3,146.388,Medium
CA-2013-154998,08-04-13,10-04-13,First Class,Erin Smith,Corporate,New Jersey,United States,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,38,2,18.2112,Critical
CA-2013-114405,08-04-13,13-04-13,Standard Class,Alan Shonely,Consumer,Pennsylvania,United States,East,OFF-ST-10001627,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,37,3,3.6744,Medium
CA-2013-114405,08-04-13,13-04-13,Standard Class,Alan Shonely,Consumer,Pennsylvania,United States,East,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,34,3,2.5146,Medium
CA-2013-132899,08-04-13,12-04-13,Standard Class,Sarah Foster,Consumer,New York,United States,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,4,2,0.9828,Medium
CA-2013-130946,09-04-13,13-04-13,Standard Class,Zuschuss Carroll,Consumer,Texas,United States,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,"1,089",4,-1850.9464,High
US-2013-106600,09-04-13,12-04-13,First Class,Raymond Messe,Consumer,Georgia,United States,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",355,5,88.725,Medium
CA-2013-130946,09-04-13,13-04-13,Standard Class,Zuschuss Carroll,Consumer,Texas,United States,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,432,9,64.7892,High
CA-2013-134789,09-04-13,16-04-13,Standard Class,Christine Kargatis,Home Office,Arkansas,United States,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,160,4,31.984,Low
CA-2013-138520,09-04-13,14-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York,United States,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,389,6,-4.8588,Medium
CA-2013-130946,09-04-13,13-04-13,Standard Class,Zuschuss Carroll,Consumer,Texas,United States,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,96,4,-4.1136,High
CA-2013-104969,09-04-13,15-04-13,Standard Class,Eugene Hildebrand,Home Office,Ohio,United States,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121,6,-100.92,Medium
CA-2013-130477,09-04-13,13-04-13,Standard Class,Logan Currie,Consumer,California,United States,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,65,2,2.5984,High
CA-2013-134789,09-04-13,16-04-13,Standard Class,Christine Kargatis,Home Office,Arkansas,United States,South,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,26,4,12.7008,Low
CA-2013-134789,09-04-13,16-04-13,Standard Class,Christine Kargatis,Home Office,Arkansas,United States,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,30,6,14.4,Low
CA-2013-130477,09-04-13,13-04-13,Standard Class,Logan Currie,Consumer,California,United States,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20,3,9.6192,High
CA-2013-138520,09-04-13,14-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York,United States,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34,5,15.824,Medium
CA-2013-124233,09-04-13,15-04-13,Standard Class,Clytie Kelty,Consumer,California,United States,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",25,5,10.374,Low
CA-2013-130477,09-04-13,13-04-13,Standard Class,Logan Currie,Consumer,California,United States,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,13,2,6.2208,High
CA-2013-138520,09-04-13,14-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York,United States,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17,4,6.9864,Medium
CA-2013-150000,09-04-13,15-04-13,Standard Class,Patrick Gardner,Consumer,Georgia,United States,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,18,4,8.6016,Medium
CA-2013-138520,09-04-13,14-04-13,Standard Class,Jeremy Lonsdale,Consumer,New York,United States,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8,2,3.7996,Medium
CA-2013-104969,09-04-13,15-04-13,Standard Class,Eugene Hildebrand,Home Office,Ohio,United States,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,9,1,3.2161,Medium
CA-2013-117681,10-04-13,15-04-13,Standard Class,Herbert Flentye,Consumer,California,United States,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,557,5,6.549,Medium
CA-2013-128517,10-04-13,15-04-13,Second Class,Sean Wendt,Home Office,Michigan,United States,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,518,2,134.654,Medium
CA-2013-126809,10-04-13,14-04-13,Standard Class,Edward Becker,Corporate,Washington,United States,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35,9,12.8151,Medium
CA-2013-128517,10-04-13,15-04-13,Second Class,Sean Wendt,Home Office,Michigan,United States,Central,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5,2,2.4288,Medium
CA-2013-123358,11-04-13,18-04-13,Standard Class,Brian Thompson,Consumer,California,United States,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,580,3,81.1314,Medium
CA-2013-123358,11-04-13,18-04-13,Standard Class,Brian Thompson,Consumer,California,United States,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,151,9,6.0264,Medium
CA-2013-123358,11-04-13,18-04-13,Standard Class,Brian Thompson,Consumer,California,United States,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,114,3,44.3664,Medium
US-2013-114622,11-04-13,13-04-13,First Class,Justin Ritter,Corporate,Ohio,United States,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,9,2,-6.5296,Critical
CA-2013-123358,11-04-13,18-04-13,Standard Class,Brian Thompson,Consumer,California,United States,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48,4,15.6104,Medium
CA-2013-124814,11-04-13,17-04-13,Standard Class,Filia McAdams,Corporate,California,United States,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,13,2,6.2208,Medium
CA-2013-124814,11-04-13,17-04-13,Standard Class,Filia McAdams,Corporate,California,United States,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23,5,8.12,Medium
CA-2013-109652,11-04-13,16-04-13,Standard Class,Quincy Jones,Corporate,Illinois,United States,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",14,4,3.2224,Medium
CA-2013-142398,13-04-13,17-04-13,Standard Class,Beth Paige,Consumer,California,United States,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638,7,-31.9144,Medium
CA-2013-112102,13-04-13,17-04-13,Standard Class,Brian Dahlen,Consumer,Virginia,United States,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,344,4,75.6624,High
CA-2013-124254,13-04-13,18-04-13,Standard Class,Thomas Boland,Corporate,North Carolina,United States,South,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,130,3,-22.6716,Medium
CA-2013-163594,13-04-13,15-04-13,First Class,Jason Fortune-,Consumer,California,United States,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,37,3,13.734,Medium
CA-2013-112102,13-04-13,17-04-13,Standard Class,Brian Dahlen,Consumer,Virginia,United States,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,41,1,20.0851,High
CA-2013-163594,13-04-13,15-04-13,First Class,Jason Fortune-,Consumer,California,United States,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194,3,-36.441,Medium
CA-2013-112102,13-04-13,17-04-13,Standard Class,Brian Dahlen,Consumer,Virginia,United States,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,64,5,28.755,High
CA-2013-163594,13-04-13,15-04-13,First Class,Jason Fortune-,Consumer,California,United States,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,19,3,9.3312,Medium
CA-2013-124254,13-04-13,18-04-13,Standard Class,Thomas Boland,Corporate,North Carolina,United States,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,52,1,-5.1984,Medium
CA-2013-142398,13-04-13,17-04-13,Standard Class,Beth Paige,Consumer,California,United States,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13,1,4.6228,Medium
CA-2013-124254,13-04-13,18-04-13,Standard Class,Thomas Boland,Corporate,North Carolina,United States,South,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10,3,3.4668,Medium
CA-2013-152800,14-04-13,16-04-13,First Class,Susan Pistek,Consumer,California,United States,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6,3,2.8764,High
CA-2013-112669,15-04-13,15-04-13,Same Day,Kean Takahito,Consumer,Arizona,United States,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,934,4,105.0228,Medium
CA-2013-148796,15-04-13,19-04-13,Standard Class,Philip Brown,Consumer,California,United States,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,384,5,38.38,High
CA-2013-112669,15-04-13,15-04-13,Same Day,Kean Takahito,Consumer,Arizona,United States,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",43,4,4.2976,Medium
CA-2013-164735,15-04-13,20-04-13,Second Class,Tom Boeckenhauer,Consumer,Virginia,United States,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81,5,12.18,Medium
CA-2013-166625,15-04-13,18-04-13,First Class,Jill Matthias,Consumer,Maryland,United States,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25,2,11.7782,Medium
CA-2013-136406,16-04-13,18-04-13,Second Class,Bill Donatelli,Consumer,California,United States,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"1,122",2,0,Medium
US-2013-123750,16-04-13,22-04-13,Standard Class,Ross Baird,Home Office,North Carolina,United States,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,409,7,76.6395,Low
US-2013-123750,16-04-13,22-04-13,Standard Class,Ross Baird,Home Office,North Carolina,United States,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,292,5,54.7425,Low
US-2013-123750,16-04-13,22-04-13,Standard Class,Ross Baird,Home Office,North Carolina,United States,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,190,2,-145.3508,Low
CA-2013-117849,16-04-13,18-04-13,Second Class,Julie Kriz,Home Office,California,United States,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,144,3,68.976,High
US-2013-132423,16-04-13,20-04-13,Standard Class,Muhammed Yedwab,Corporate,Texas,United States,Central,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33,7,5.8604,High
US-2013-132423,16-04-13,20-04-13,Standard Class,Muhammed Yedwab,Corporate,Texas,United States,Central,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8,5,2.9145,High
US-2013-123750,16-04-13,22-04-13,Standard Class,Ross Baird,Home Office,North Carolina,United States,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,5,2,-0.7748,Low
US-2013-107440,17-04-13,21-04-13,Standard Class,Bill Shonely,Corporate,New Jersey,United States,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta","9,100",7,2365.9818,Medium
CA-2013-166282,17-04-13,23-04-13,Standard Class,Pete Kriz,Consumer,Tennessee,United States,South,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123,7,40.0036,Medium
CA-2013-105473,17-04-13,19-04-13,Second Class,Bryan Mills,Consumer,Washington,United States,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,29,3,0.864,High
US-2013-107440,17-04-13,21-04-13,Standard Class,Bill Shonely,Corporate,New Jersey,United States,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25,5,11.891,Medium
US-2013-164588,17-04-13,24-04-13,Standard Class,Arthur Prichep,Consumer,Georgia,United States,South,OFF-AR-10003056,Office Supplies,Art,Newell 341,13,3,3.7236,Medium
US-2013-107440,17-04-13,21-04-13,Standard Class,Bill Shonely,Corporate,New Jersey,United States,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,10,2,3.2868,Medium
CA-2013-166282,17-04-13,23-04-13,Standard Class,Pete Kriz,Consumer,Tennessee,United States,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35,4,8.3524,Medium
CA-2013-108735,18-04-13,22-04-13,Standard Class,Jessica Myrick,Consumer,California,United States,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257,3,24.2352,High
US-2013-159415,18-04-13,23-04-13,Standard Class,Charles Sheldon,Corporate,Tennessee,United States,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79,5,13.846,High
CA-2013-149111,18-04-13,22-04-13,Second Class,Ben Ferrer,Home Office,North Carolina,United States,South,TEC-PH-10003092,Technology,Phones,Motorola L804,37,1,4.1391,Medium
US-2013-133508,18-04-13,22-04-13,Standard Class,Sean Wendt,Home Office,Nebraska,United States,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29,5,9.0055,High
CA-2013-149111,18-04-13,22-04-13,Second Class,Ben Ferrer,Home Office,North Carolina,United States,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",19,8,6.2856,Medium
CA-2013-125087,19-04-13,24-04-13,Standard Class,Thea Hudgings,Corporate,Texas,United States,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"1,555",3,77.7468,Medium
CA-2013-125087,19-04-13,24-04-13,Standard Class,Thea Hudgings,Corporate,Texas,United States,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344,4,-93.4724,Medium
CA-2013-125087,19-04-13,24-04-13,Standard Class,Thea Hudgings,Corporate,Texas,United States,Central,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",128,5,-67.137,Medium
CA-2013-139381,19-04-13,23-04-13,Standard Class,Roy Französisch,Consumer,Virginia,United States,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,204,4,55.0584,Medium
CA-2013-155551,19-04-13,24-04-13,Standard Class,Clay Rozendal,Home Office,Illinois,United States,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230,3,-48.9549,Medium
CA-2013-139381,19-04-13,23-04-13,Standard Class,Roy Französisch,Consumer,Virginia,United States,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",30,4,7.9812,Medium
CA-2013-155551,19-04-13,24-04-13,Standard Class,Clay Rozendal,Home Office,Illinois,United States,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",10,2,3.2616,Medium
CA-2013-144785,19-04-13,24-04-13,Standard Class,Cindy Schnelling,Corporate,New York,United States,East,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",7,1,1.8468,Medium
CA-2013-144785,19-04-13,24-04-13,Standard Class,Cindy Schnelling,Corporate,New York,United States,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,7,3,2.0271,Medium
